MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR0001,North,Commercial,2025-03-30,12.15,4.14,0,Active,8.61
MTR0001,North,Commercial,2025-03-31,25.19,6.57,0,Active,8.18
MTR0001,North,Commercial,2025-04-01,27.03,4.7,0,Active,8.42
MTR0001,North,Commercial,2025-04-02,25.72,6.25,0,Active,8.11
MTR0001,North,Commercial,2025-04-03,25.27,8.79,0,Active,7.3
MTR0001,North,Commercial,2025-04-04,19.26,3.48,0,Active,7.91
MTR0001,North,Commercial,2025-04-05,11.1,2.43,0,Active,8.75
MTR0001,North,Commercial,2025-04-06,12.14,3.75,0,Active,8.23
MTR0001,North,Commercial,2025-04-07,21.35,5.93,238,Active,8.14
MTR0001,North,Commercial,2025-04-08,22.11,5.34,0,Active,8.13
MTR0001,North,Commercial,2025-04-09,23.95,5.47,0,Active,7.95
MTR0001,North,Commercial,2025-04-10,21.22,5.14,0,Active,7.85
MTR0001,North,Commercial,2025-04-11,25.53,8.68,0,Active,8.26
MTR0001,North,Commercial,2025-04-12,13.19,4.21,0,Active,7.85
MTR0001,North,Commercial,2025-04-13,12.59,3.78,0,Active,8.13
MTR0001,North,Commercial,2025-04-14,22.81,4.8,0,Active,8.64
MTR0001,North,Commercial,2025-04-15,28.02,6.46,0,Active,8.39
MTR0001,North,Commercial,2025-04-16,24.54,8.13,0,Active,8.19
MTR0001,North,Commercial,2025-04-17,22.06,5.11,0,Active,8.2
MTR0001,North,Commercial,2025-04-18,25.14,7.13,0,Active,8.39
MTR0001,North,Commercial,2025-04-19,12.62,2.72,0,Active,8.08
MTR0001,North,Commercial,2025-04-20,9.67,1.93,0,Active,8.21
MTR0001,North,Commercial,2025-04-21,23.31,4.14,0,Active,8.28
MTR0001,North,Commercial,2025-04-22,25.0,4.76,0,Active,7.68
MTR0001,North,Commercial,2025-04-23,23.02,6.26,0,Active,8.2
MTR0001,North,Commercial,2025-04-24,27.07,9.34,0,Active,8.08
MTR0001,North,Commercial,2025-04-25,25.43,5.85,0,Active,8.44
MTR0001,North,Commercial,2025-04-26,11.2,3.78,0,Active,7.97
MTR0001,North,Commercial,2025-04-27,13.39,3.32,0,Active,8.01
MTR0001,North,Commercial,2025-04-28,21.49,7.15,0,Active,7.96
MTR0001,North,Commercial,2025-04-29,25.19,7.53,0,Active,8.23
MTR0001,North,Commercial,2025-04-30,30.92,7.46,0,Active,8.24
MTR0001,North,Commercial,2025-05-01,25.06,5.05,0,Active,8.16
MTR0001,North,Commercial,2025-05-02,28.02,8.78,0,Active,8.04
MTR0001,North,Commercial,2025-05-03,11.83,2.57,0,Active,8.56
MTR0001,North,Commercial,2025-05-04,11.79,3.59,0,Active,8.14
MTR0001,North,Commercial,2025-05-05,19.23,3.62,0,Active,8.52
MTR0001,North,Commercial,2025-05-06,31.74,10.68,0,Active,8.26
MTR0001,North,Commercial,2025-05-07,23.28,7.17,0,Active,8.23
MTR0001,North,Commercial,2025-05-08,22.51,3.88,0,Active,8.36
MTR0001,North,Commercial,2025-05-09,22.86,5.95,0,Active,8.4
MTR0001,North,Commercial,2025-05-10,12.06,4.2,0,Active,8.18
MTR0001,North,Commercial,2025-05-11,14.02,4.14,0,Active,8.51
MTR0001,North,Commercial,2025-05-12,26.73,6.28,0,Active,8.33
MTR0001,North,Commercial,2025-05-13,20.41,6.28,0,Active,8.0
MTR0001,North,Commercial,2025-05-14,27.14,5.82,0,Active,8.13
MTR0001,North,Commercial,2025-05-15,20.19,6.64,0,Active,8.22
MTR0001,North,Commercial,2025-05-16,26.58,4.8,0,Active,7.96
MTR0001,North,Commercial,2025-05-17,12.31,1.85,0,Active,8.14
MTR0001,North,Commercial,2025-05-18,11.4,3.2,0,Active,8.18
MTR0001,North,Commercial,2025-05-19,22.6,7.28,0,Active,8.14
MTR0001,North,Commercial,2025-05-20,21.32,3.59,0,Active,8.52
MTR0001,North,Commercial,2025-05-21,23.37,7.02,0,Active,8.2
MTR0001,North,Commercial,2025-05-22,27.93,6.24,0,Active,8.07
MTR0001,North,Commercial,2025-05-23,23.15,4.02,0,Active,8.11
MTR0001,North,Commercial,2025-05-24,12.95,4.07,0,Active,8.44
MTR0001,North,Commercial,2025-05-25,11.89,3.34,0,Active,8.23
MTR0001,North,Commercial,2025-05-26,22.99,7.93,0,Active,7.85
MTR0001,North,Commercial,2025-05-27,19.67,5.53,0,Active,7.83
MTR0001,North,Commercial,2025-05-28,20.19,5.25,0,Active,8.64
MTR0001,North,Commercial,2025-05-29,21.72,3.47,0,Active,7.73
MTR0001,North,Commercial,2025-05-30,22.48,5.25,0,Active,7.81
MTR0001,North,Commercial,2025-05-31,10.34,2.35,0,Active,8.3
MTR0001,North,Commercial,2025-06-01,9.55,2.51,0,Active,8.36
MTR0001,North,Commercial,2025-06-02,22.63,4.36,0,Active,8.29
MTR0001,North,Commercial,2025-06-03,24.28,7.96,0,Active,8.45
MTR0001,North,Commercial,2025-06-04,21.87,3.54,0,Active,8.68
MTR0001,North,Commercial,2025-06-05,19.2,5.49,0,Active,7.94
MTR0001,North,Commercial,2025-06-06,18.9,4.43,0,Active,8.17
MTR0001,North,Commercial,2025-06-07,10.33,2.21,0,Active,7.98
MTR0001,North,Commercial,2025-06-08,14.25,2.89,0,Active,8.08
MTR0001,North,Commercial,2025-06-09,21.82,7.33,0,Active,7.86
MTR0001,North,Commercial,2025-06-10,17.43,4.77,0,Active,8.53
MTR0001,North,Commercial,2025-06-11,22.1,6.94,0,Active,8.39
MTR0001,North,Commercial,2025-06-12,19.77,4.55,0,Active,8.06
MTR0001,North,Commercial,2025-06-13,23.6,7.34,0,Active,7.92
MTR0001,North,Commercial,2025-06-14,9.46,2.35,0,Active,8.22
MTR0001,North,Commercial,2025-06-15,11.44,3.05,0,Active,8.34
MTR0001,North,Commercial,2025-06-16,23.58,4.02,0,Active,7.95
MTR0001,North,Commercial,2025-06-17,26.33,6.1,0,Active,8.22
MTR0001,North,Commercial,2025-06-18,20.77,6.99,0,Active,7.82
MTR0001,North,Commercial,2025-06-19,24.33,6.41,0,Active,8.27
MTR0001,North,Commercial,2025-06-20,19.85,4.25,0,Active,8.19
MTR0001,North,Commercial,2025-06-21,13.11,2.4,0,Active,8.22
MTR0001,North,Commercial,2025-06-22,11.85,3.11,0,Active,8.17
MTR0001,North,Commercial,2025-06-23,19.42,6.51,0,Active,8.35
MTR0001,North,Commercial,2025-06-24,25.5,8.65,0,Active,8.29
MTR0001,North,Commercial,2025-06-25,19.87,3.0,0,Active,8.6
MTR0001,North,Commercial,2025-06-26,22.35,3.47,0,Active,7.67
MTR0001,North,Commercial,2025-06-27,16.2,3.94,191,Active,7.87
MTR0001,North,Commercial,2025-06-28,10.63,2.39,0,Active,8.24
MTR0001,North,Commercial,2025-06-29,10.07,3.07,0,Active,8.26
MTR0001,North,Commercial,2025-06-30,23.35,8.0,0,Active,7.92
MTR0002,West,Industrial,2025-01-01,36.32,8.17,0,Active,7.54
MTR0002,West,Industrial,2025-01-02,39.46,10.37,0,Active,7.18
MTR0002,West,Industrial,2025-01-03,41.65,9.33,0,Active,7.14
MTR0002,West,Industrial,2025-01-04,23.93,7.6,0,Active,7.53
MTR0002,West,Industrial,2025-01-05,26.7,4.13,0,Active,7.07
MTR0002,West,Industrial,2025-01-06,41.78,7.63,0,Active,7.4
MTR0002,West,Industrial,2025-01-07,29.78,4.71,0,Active,7.47
MTR0002,West,Industrial,2025-01-08,29.74,5.29,0,Active,6.98
MTR0002,West,Industrial,2025-01-09,32.08,10.89,0,Active,7.49
MTR0002,West,Industrial,2025-01-10,45.16,7.5,0,Active,8.0
MTR0002,West,Industrial,2025-01-11,21.64,5.1,0,Active,7.5
MTR0002,West,Industrial,2025-01-12,20.86,7.27,0,Active,7.47
MTR0002,West,Industrial,2025-01-13,33.93,7.14,0,Active,7.34
MTR0002,West,Industrial,2025-01-14,39.8,12.64,0,Active,7.56
MTR0002,West,Industrial,2025-01-15,45.96,8.33,0,Active,7.29
MTR0002,West,Industrial,2025-01-16,35.62,8.17,0,Active,7.6
MTR0002,West,Industrial,2025-01-17,29.75,6.31,0,Active,7.48
MTR0002,West,Industrial,2025-01-18,19.53,3.3,0,Active,7.61
MTR0002,West,Industrial,2025-01-19,18.53,6.39,0,Active,7.04
MTR0002,West,Industrial,2025-01-20,37.71,11.66,0,Active,7.44
MTR0002,West,Industrial,2025-01-21,39.23,13.51,0,Active,6.76
MTR0002,West,Industrial,2025-01-22,36.55,8.31,0,Active,7.42
MTR0002,West,Industrial,2025-01-23,43.79,7.25,0,Active,7.2
MTR0002,West,Industrial,2025-01-24,35.09,9.56,0,Active,7.5
MTR0002,West,Industrial,2025-01-25,17.8,6.14,0,Active,7.36
MTR0002,West,Industrial,2025-01-26,24.59,8.49,0,Active,7.33
MTR0002,West,Industrial,2025-01-27,37.48,6.1,0,Active,7.55
MTR0002,West,Industrial,2025-01-28,39.69,10.22,0,Active,7.51
MTR0002,West,Industrial,2025-01-29,36.65,10.02,0,Active,7.68
MTR0002,West,Industrial,2025-01-30,45.01,7.57,0,Active,7.62
MTR0002,West,Industrial,2025-01-31,43.26,9.76,0,Active,7.35
MTR0002,West,Industrial,2025-02-01,24.39,5.22,0,Active,7.2
MTR0002,West,Industrial,2025-02-02,25.65,5.02,0,Active,7.57
MTR0002,West,Industrial,2025-02-03,37.72,7.07,0,Active,7.04
MTR0002,West,Industrial,2025-02-04,40.17,10.11,0,Active,6.74
MTR0002,West,Industrial,2025-02-05,33.28,8.17,0,Active,7.48
MTR0002,West,Industrial,2025-02-06,32.67,6.39,0,Active,7.46
MTR0002,West,Industrial,2025-02-07,50.25,12.25,0,Active,7.27
MTR0002,West,Industrial,2025-02-08,22.69,7.14,0,Active,7.31
MTR0002,West,Industrial,2025-02-09,27.82,7.72,0,Active,7.42
MTR0002,West,Industrial,2025-02-10,47.97,13.55,0,Active,7.24
MTR0002,West,Industrial,2025-02-11,35.52,8.35,0,Active,7.41
MTR0002,West,Industrial,2025-02-12,33.52,8.11,0,Active,7.01
MTR0002,West,Industrial,2025-02-13,40.23,7.63,0,Active,6.9
MTR0002,West,Industrial,2025-02-14,38.87,7.95,0,Active,7.08
MTR0002,West,Industrial,2025-02-15,22.79,4.32,0,Active,7.53
MTR0002,West,Industrial,2025-02-16,24.27,7.33,0,Active,7.22
MTR0002,West,Industrial,2025-02-17,44.18,10.85,0,Active,7.44
MTR0002,West,Industrial,2025-02-18,37.07,6.5,0,Active,7.16
MTR0002,West,Industrial,2025-02-19,38.39,9.45,0,Active,7.14
MTR0002,West,Industrial,2025-02-20,43.59,10.45,0,Active,7.26
MTR0002,West,Industrial,2025-02-21,46.61,8.64,0,Active,7.51
MTR0002,West,Industrial,2025-02-22,18.05,5.42,0,Active,7.43
MTR0002,West,Industrial,2025-02-23,24.39,5.8,0,Active,6.96
MTR0002,West,Industrial,2025-02-24,32.23,9.75,0,Active,7.69
MTR0002,West,Industrial,2025-02-25,38.91,12.58,0,Active,6.79
MTR0002,West,Industrial,2025-02-26,39.35,13.05,0,Active,7.64
MTR0002,West,Industrial,2025-02-27,46.37,7.1,0,Active,7.54
MTR0002,West,Industrial,2025-02-28,43.29,11.41,0,Active,7.14
MTR0002,West,Industrial,2025-03-01,30.26,5.9,0,Active,7.03
MTR0002,West,Industrial,2025-03-02,21.69,7.04,0,Active,7.59
MTR0002,West,Industrial,2025-03-03,41.89,8.53,0,Active,7.35
MTR0002,West,Industrial,2025-03-04,32.06,8.38,0,Active,7.49
MTR0002,West,Industrial,2025-03-05,33.14,5.36,0,Active,7.32
MTR0002,West,Industrial,2025-03-06,34.11,9.77,0,Active,7.57
MTR0002,West,Industrial,2025-03-07,44.87,9.11,0,Active,7.43
MTR0002,West,Industrial,2025-03-08,22.15,6.93,0,Active,7.26
MTR0002,West,Industrial,2025-03-09,21.15,4.29,0,Active,7.05
MTR0002,West,Industrial,2025-03-10,41.13,12.55,0,Active,7.4
MTR0002,West,Industrial,2025-03-11,33.88,6.53,143,Active,6.91
MTR0002,West,Industrial,2025-03-12,42.78,8.2,0,Active,7.52
MTR0002,West,Industrial,2025-03-13,37.64,8.62,0,Active,6.88
MTR0002,West,Industrial,2025-03-14,45.79,8.66,0,Active,7.09
MTR0002,West,Industrial,2025-03-15,20.52,5.71,0,Active,7.48
MTR0002,West,Industrial,2025-03-16,26.06,6.01,0,Active,7.75
MTR0002,West,Industrial,2025-03-17,35.93,10.81,0,Active,7.68
MTR0002,West,Industrial,2025-03-18,34.2,6.4,0,Active,7.51
MTR0002,West,Industrial,2025-03-19,42.23,14.0,0,Active,7.46
MTR0002,West,Industrial,2025-03-20,40.03,8.04,0,Active,7.25
MTR0002,West,Industrial,2025-03-21,43.94,8.56,0,Active,7.47
MTR0002,West,Industrial,2025-03-22,22.53,4.11,0,Active,7.57
MTR0002,West,Industrial,2025-03-23,28.3,9.44,0,Active,6.88
MTR0002,West,Industrial,2025-03-24,49.24,7.88,0,Active,7.13
MTR0002,West,Industrial,2025-03-25,37.23,11.24,0,Active,7.46
MTR0002,West,Industrial,2025-03-26,46.75,13.82,0,Active,7.4
MTR0002,West,Industrial,2025-03-27,40.37,12.07,0,Active,6.86
MTR0002,West,Industrial,2025-03-28,44.61,8.82,0,Active,7.37
MTR0002,West,Industrial,2025-03-29,28.32,6.49,0,Active,7.29
MTR0002,West,Industrial,2025-03-30,28.63,8.51,0,Active,7.35
MTR0002,West,Industrial,2025-03-31,33.61,10.39,0,Active,7.57
MTR0002,West,Industrial,2025-04-01,42.04,14.58,0,Active,7.38
MTR0002,West,Industrial,2025-04-02,50.33,17.48,0,Active,7.45
MTR0002,West,Industrial,2025-04-03,41.41,8.56,0,Active,7.38
MTR0002,West,Industrial,2025-04-04,33.46,10.93,0,Active,7.35
MTR0002,West,Industrial,2025-04-05,20.02,5.43,0,Active,7.24
MTR0002,West,Industrial,2025-04-06,23.99,4.66,0,Active,7.28
MTR0002,West,Industrial,2025-04-07,47.47,7.65,0,Active,7.28
MTR0002,West,Industrial,2025-04-08,42.59,9.77,0,Active,7.28
MTR0002,West,Industrial,2025-04-09,33.55,10.85,0,Active,7.44
MTR0002,West,Industrial,2025-04-10,35.14,9.01,0,Active,7.93
MTR0002,West,Industrial,2025-04-11,32.71,5.08,0,Active,7.29
MTR0002,West,Industrial,2025-04-12,25.21,7.53,0,Active,7.82
MTR0002,West,Industrial,2025-04-13,23.43,6.51,0,Active,7.36
MTR0002,West,Industrial,2025-04-14,38.39,8.44,0,Active,7.37
MTR0002,West,Industrial,2025-04-15,36.24,11.98,0,Active,7.28
MTR0002,West,Industrial,2025-04-16,44.23,8.51,0,Active,7.09
MTR0002,West,Industrial,2025-04-17,37.93,13.2,0,Active,7.42
MTR0002,West,Industrial,2025-04-18,36.53,9.72,0,Active,7.41
MTR0002,West,Industrial,2025-04-19,24.42,6.78,0,Active,7.08
MTR0002,West,Industrial,2025-04-20,23.14,5.07,0,Active,7.36
MTR0002,West,Industrial,2025-04-21,37.05,7.49,0,Active,7.73
MTR0002,West,Industrial,2025-04-22,43.56,9.41,0,Active,7.23
MTR0002,West,Industrial,2025-04-23,38.19,11.57,0,Active,7.6
MTR0002,West,Industrial,2025-04-24,37.18,12.34,0,Active,7.27
MTR0002,West,Industrial,2025-04-25,46.36,12.09,0,Active,7.9
MTR0002,West,Industrial,2025-04-26,21.51,3.81,0,Active,7.23
MTR0002,West,Industrial,2025-04-27,22.67,3.74,0,Active,7.37
MTR0002,West,Industrial,2025-04-28,34.87,6.78,0,Active,8.02
MTR0002,West,Industrial,2025-04-29,38.59,11.66,0,Active,7.78
MTR0002,West,Industrial,2025-04-30,46.23,15.51,0,Active,7.45
MTR0002,West,Industrial,2025-05-01,35.23,10.48,0,Active,7.42
MTR0002,West,Industrial,2025-05-02,28.77,9.62,0,Active,7.67
MTR0002,West,Industrial,2025-05-03,27.61,6.63,0,Active,7.63
MTR0002,West,Industrial,2025-05-04,19.5,2.93,0,Active,7.33
MTR0002,West,Industrial,2025-05-05,31.51,4.93,0,Active,7.37
MTR0002,West,Industrial,2025-05-06,37.73,6.92,0,Active,7.5
MTR0002,West,Industrial,2025-05-07,38.93,9.05,0,Active,6.97
MTR0002,West,Industrial,2025-05-08,42.67,10.67,0,Active,7.61
MTR0002,West,Industrial,2025-05-09,30.86,6.01,0,Active,7.4
MTR0002,West,Industrial,2025-05-10,24.64,6.57,0,Active,7.61
MTR0002,West,Industrial,2025-05-11,25.51,7.09,0,Active,7.57
MTR0002,West,Industrial,2025-05-12,46.01,11.76,0,Active,7.55
MTR0002,West,Industrial,2025-05-13,44.2,15.34,0,Active,7.35
MTR0002,West,Industrial,2025-05-14,43.59,8.88,0,Active,7.49
MTR0002,West,Industrial,2025-05-15,42.71,10.73,0,Active,7.34
MTR0002,West,Industrial,2025-05-16,46.95,10.17,0,Active,7.4
MTR0002,West,Industrial,2025-05-17,26.41,8.45,0,Active,6.95
MTR0002,West,Industrial,2025-05-18,23.94,6.24,86,Active,7.26
MTR0002,West,Industrial,2025-05-19,40.78,8.36,0,Active,7.51
MTR0002,West,Industrial,2025-05-20,36.32,5.61,0,Active,7.49
MTR0002,West,Industrial,2025-05-21,32.91,7.86,0,Active,7.71
MTR0002,West,Industrial,2025-05-22,44.32,14.56,55,Active,7.55
MTR0002,West,Industrial,2025-05-23,37.64,6.78,0,Active,7.28
MTR0002,West,Industrial,2025-05-24,21.85,5.9,0,Active,6.99
MTR0002,West,Industrial,2025-05-25,25.61,6.29,0,Active,7.04
MTR0002,West,Industrial,2025-05-26,42.58,9.39,0,Active,7.42
MTR0002,West,Industrial,2025-05-27,29.68,8.27,0,Active,7.44
MTR0002,West,Industrial,2025-05-28,31.71,9.27,0,Active,7.23
MTR0002,West,Industrial,2025-05-29,33.63,6.7,0,Active,7.27
MTR0002,West,Industrial,2025-05-30,31.63,7.36,0,Active,7.16
MTR0002,West,Industrial,2025-05-31,21.72,4.13,0,Active,7.37
MTR0002,West,Industrial,2025-06-01,24.95,8.49,186,Active,7.3
MTR0002,West,Industrial,2025-06-02,40.64,13.99,0,Active,7.52
MTR0002,West,Industrial,2025-06-03,25.05,6.83,0,Active,7.26
MTR0002,West,Industrial,2025-06-04,43.19,7.81,0,Active,7.16
MTR0002,West,Industrial,2025-06-05,43.11,13.79,0,Active,7.39
MTR0002,West,Industrial,2025-06-06,32.82,11.28,0,Active,7.59
MTR0002,West,Industrial,2025-06-07,24.94,4.84,0,Active,7.21
MTR0002,West,Industrial,2025-06-08,26.43,5.1,0,Active,7.39
MTR0002,West,Industrial,2025-06-09,32.74,6.49,0,Active,7.12
MTR0002,West,Industrial,2025-06-10,38.39,11.08,0,Active,7.32
MTR0002,West,Industrial,2025-06-11,29.67,8.45,0,Active,7.21
MTR0002,West,Industrial,2025-06-12,46.85,14.09,0,Active,7.01
MTR0002,West,Industrial,2025-06-13,34.73,8.82,0,Active,7.6
MTR0002,West,Industrial,2025-06-14,19.31,5.41,0,Active,7.44
MTR0002,West,Industrial,2025-06-15,20.78,3.71,0,Active,7.24
MTR0002,West,Industrial,2025-06-16,39.6,8.21,0,Active,7.3
MTR0002,West,Industrial,2025-06-17,40.9,10.4,0,Active,7.42
MTR0002,West,Industrial,2025-06-18,44.83,10.07,0,Active,6.98
MTR0002,West,Industrial,2025-06-19,38.12,7.61,0,Active,7.44
MTR0002,West,Industrial,2025-06-20,34.57,7.8,0,Active,7.23
MTR0002,West,Industrial,2025-06-21,21.41,5.42,0,Active,7.22
MTR0002,West,Industrial,2025-06-22,18.52,5.68,0,Active,7.45
MTR0002,West,Industrial,2025-06-23,41.05,12.43,0,Active,7.47
MTR0002,West,Industrial,2025-06-24,36.29,12.19,0,Active,7.3
MTR0002,West,Industrial,2025-06-25,33.68,8.74,0,Active,7.09
MTR0002,West,Industrial,2025-06-26,41.43,6.35,0,Active,7.66
MTR0002,West,Industrial,2025-06-27,39.15,9.63,0,Active,7.55
MTR0002,West,Industrial,2025-06-28,21.77,7.38,0,Active,7.39
MTR0002,West,Industrial,2025-06-29,20.02,4.7,0,Active,7.4
MTR0002,West,Industrial,2025-06-30,32.71,6.6,0,Active,7.1
MTR0003,West,Residential,2025-01-01,8.56,2.75,0,Active,6.41
MTR0003,West,Residential,2025-01-02,9.3,1.74,0,Active,6.42
MTR0003,West,Residential,2025-01-03,8.17,1.55,0,Active,6.69
MTR0003,West,Residential,2025-01-04,8.9,1.8,0,Active,6.63
MTR0003,West,Residential,2025-01-05,12.46,3.03,0,Active,6.31
MTR0003,West,Residential,2025-01-06,8.77,1.69,0,Active,6.28
MTR0003,West,Residential,2025-01-07,8.89,2.21,0,Active,7.06
MTR0003,West,Residential,2025-01-08,8.52,2.65,0,Active,6.15
MTR0003,West,Residential,2025-01-09,7.59,2.22,0,Active,6.84
MTR0003,West,Residential,2025-01-10,8.47,2.15,0,Active,6.47
MTR0003,West,Residential,2025-01-11,11.47,1.75,0,Active,6.46
MTR0003,West,Residential,2025-01-12,9.88,1.7,0,Active,6.45
MTR0003,West,Residential,2025-01-13,8.32,1.57,0,Active,6.51
